,Brands,Models,Transmission,Colour,Mileage,Year,Prices
2221,Fiat,Bravo,0,Blue,2,12,1950
2222,Fiat,Doblo,0,Beige,17702,5,9995
2223,Fiat,Ducato Passenger,0,White,278409,19,4500
2224,Ford,C-Max,0,Black,102998,5,12495
2225,Ford,C-Max,0,Grey,68241,7,9950
2226,Ford,Fiesta,0,Grey,46400,1,14750
2227,Ford,Fiesta,0,Grey,51000,3,13950
2228,Ford,Fiesta,0,Silver,106214,3,12750
2229,Ford,Fiesta,0,Silver,33869,4,12950
2230,Ford,Fiesta,0,Silver,81350,4,10750
2231,Ford,Fiesta,1,Silver,35405,5,13450
2232,Ford,Fiesta,0,Silver,170586,6,8450
2233,Ford,Fiesta,0,Silver,205990,9,6750
2234,Ford,Fiesta,0,Blue,238176,10,5250
2235,Ford,Fiesta,0,Blue,77246,17,600
2236,Ford,Focus,0,Black,16994,1,21450
2237,Ford,Focus,0,White,74564,2,16500
2238,Ford,Focus,0,Blue,26056,2,17995
2239,Ford,Focus,0,Silver,49859,2,17950
2240,Ford,Focus,0,White,72419,2,17495
2241,Citroen,Berlingo,0,Black,9000,0,12393
2242,Citroen,C4,0,Red,48910,5,9995
2243,Citroen,C4 Cactus,0,Grey,32999,1,17995
2244,Citroen,C4 Cactus,0,Black,56546,5,11950
2245,Citroen,C4 Cactus,0,Grey,32999,1,17995
2246,Citroen,C4 Cactus,0,Black,56546,5,11950
2247,Citroen,C4 Cactus,0,Grey,76999,5,10995
2248,Citroen,C5,0,Grey,13500,0,28995
2249,Citroen,Grand C4 Picasso,1,Blue,62092,2,19950
2250,Citroen,Grand C4 Picasso,1,Blue,53107,3,18950
2251,Citroen,Grand C4 Picasso,0,Blue,94949,3,15950
2252,Citroen,Grand C4 Picasso,0,Red,37014,4,17950
2253,Citroen,Grand C4 Picasso,0,Grey,136791,4,16950
2254,Citroen,Grand C4 Picasso,0,Silver,127135,4,15750
2255,Citroen,Grand C4 Picasso,1,Silver,97996,5,13995
2256,Citroen,Grand C4 Picasso,0,White,72419,5,14950
2257,Citroen,Grand C4 Picasso,0,Silver,132000,6,11495
2258,Citroen,Grand C4 Picasso,0,Red,112638,6,10750
2259,Citroen,Grand C4 Picasso,1,Red,200641,10,5000
2260,Citroen,Grand C4 Picasso,1,Red,201163,11,4250
2261,Citroen,SpaceTourer,0,Artic Silver,45060,2,27900
2262,Dacia,Duster,0,Grey,24,0,21750
2263,Dacia,Duster,0,White,14,1,15400
2264,Dacia,Duster,0,Grey,11941,1,19495
2265,Dacia,Duster,0,Grey,30098,1,19450
2266,Dacia,Duster,0,Brown,31723,1,18450
2267,Dacia,Duster,0,Black,30556,1,18450
2268,Dacia,Duster,0,Brown,27760,1,18450
2269,Dacia,Duster,0,Grey,27965,1,17450
2270,Dacia,Duster,0,White,81134,2,13950
2271,Dacia,Logan,0,Grey,22,0,17250
2272,Dacia,Logan,0,Red,25,1,14950
2273,BMW,7 Series,1,Black,240339,8,15950
2274,BMW,M4,1,Grey,71614,3,56945
2275,BMW,X1,0,Black,106375,4,19995
2276,BMW,X3,1,Black,32757,2,43950
2277,BMW,X3,1,Black,87348,4,27995
2278,BMW,X5,1,White,157711,8,18750
2279,Chevrolet,Spark,0,Green,74028,7,6250
2280,Chevrolet,Spark,0,Blue,119893,8,5500
2281,BMW,5 Series,1,Blue,133218,3,24995
2282,BMW,5 Series,1,Black,113456,4,21950
2283,BMW,5 Series,1,Blue,119893,4,19995
2284,BMW,5 Series,1,Black,75637,5,20995
2285,BMW,5 Series,1,Black,72000,5,17995
2286,BMW,5 Series,1,Carbon Black,241395,6,15950
2287,BMW,5 Series,0,Black,179612,6,13945
2288,BMW,6 Series,1,Grey,26553,1,48995
2289,BMW,6 Series,1,Silver,67966,3,39995
2290,BMW,4 Series,1,Black,199553,5,16945
2291,BMW,4 Series,0,Black/cream Leather,52946,5,19950
2292,BMW,4 Series,0,Silver,72554,7,16995
2293,BMW,5 Series,1,Bluestone Metallic,6194,0,49750
2294,BMW,5 Series,1,Blue,12849,0,47995
2295,BMW,5 Series,1,Grey,9599,1,43995
2296,BMW,5 Series,1,Blue,29933,1,37995
2297,BMW,5 Series,1,Bluestone,63406,1,37950
2298,BMW,5 Series,1,Blue,35421,1,37945
2299,BMW,5 Series,1,Sophisto Grey,49888,2,36995
2300,BMW,5 Series,1,Grey,25765,2,34945
2301,BMW,5 Series,1,Blue,28646,2,32945
2302,BMW,5 Series,1,Black,62103,2,32945
2303,BMW,3 Series,1,Black,34894,2,27995
2304,BMW,3 Series,1,Blue,18900,2,26995
2305,BMW,3 Series,1,Orange,74028,3,26950
2306,BMW,3 Series,1,White,94949,3,23945
2307,BMW,3 Series,1,Black,86902,3,21945
2308,BMW,3 Series,1,Blue,107076,3,23950
2309,BMW,3 Series,1,Black,70005,3,21945
2310,BMW,3 Series,1,Black,143261,3,20945
2311,BMW,3 Series,1,White,158677,4,19950
2312,BMW,3 Series,0,Black,128056,8,11950
2313,BMW,3 Series,0,Black,195691,10,6750
2314,BMW,4 Series,1,Blue,52597,2,34500
2315,BMW,4 Series,1,Black,75188,3,29950
2316,BMW,4 Series,0,White/black Leather,97800,4,22950
2317,Audi,Q7,1,Grey,57185,2,54995
2318,Audi,Q7,1,Silver,71689,3,49995
2319,Audi,Q7,1,Grey,124882,3,46995
2320,Audi,Q7,1,Moonlight Blue,147200,4,43950
2321,Audi,Q7,1,Green,223693,11,13750
2322,Audi,Q8,1,Daytona Grey,4,-1,209990
2323,Audi,Q8,1,Navarra Blue,2,-1,119800
2324,Audi,RS6,1,Nardo Grey,2,-1,193000
2325,Audi,RS7,1,Mythos Black,5,-1,198790
2326,Audi,S3,1,Ibis White,2,-1,65705
2327,BMW,1 Series,1,Silver,64604,2,21995
2328,BMW,1 Series,0,Mineral Grey,113778,3,16950
2329,BMW,1 Series,0,Black,56099,4,17995
2330,BMW,2 Series,1,Grey,63451,1,28500
