,Brands,Models,Transmission,Colour,Mileage,Year,Prices
332,Volkswagen,Passat,0,Ice-land Grey,155780,9,7950
269,Volkswagen,Tiguan,1,Silver,9,-1,42700
#144,Ford,Ranger,0,Black,$,0,41500
244,Mercedes-Benz,A-Class,1,Red,64372,6,35000
239,Lexus,IS 300,1,Silver,70093,6,16700
365,Volkswagen,Arteon,1,Grey,37800,2,32950
427,Skoda,Octavia,0,Beige,114260,8,8950
235,Kia,XCeed,0,Cosmo Blue,12,0,25650
545,Nissan,Qashqai,0,Grey,70809,6,14950
79,Ford,Focus,0,White,83336,2,18950
76,Ford,Focus,0,Blue,6049,1,35500
248,Volvo,XC90,1,Beige,127999,4,37950
36,Citroen,C4,0,Silver,120998,7,7750
423,Skoda,Octavia,0,Grey,127000,5,11950
319,Volkswagen,T-Roc,0,Grey Metallic,8,-1,33100
237,Kia,XCeed,0,Lunar Silver,17,0,24250
22,BMW,3 Series,1,Silver,246223,12,4950
67,Ford,Fiesta,0,Red,75111,3,13950
#455,Skoda,Octavia,0,Grey,$,0,24950
577,Nissan,Almera,0,Blue,225302,15,999
474,SEAT,Mii,1,Grey,56326,2,11950
172,Hyundai,i10,0,White,7599,1,14950
297,Volkswagen,Polo,0,Reef Blue Metallic,13,-1,18400
167,Honda,CR-V,0,Black,26875,3,24450
213,Kia,Sportage,0,Platinum Graphite,37250,1,27950
159,Ford,Transit Tourneo,0,Blue,10,0,34950
82,Ford,Focus,0,Grey,22000,2,17500
320,Volkswagen,Passat,1,Reflex Silver Metallic,13,-1,46700
173,Hyundai,i10,0,White,110598,4,8750
189,Hyundai,Tucson,0,Grey,106899,4,19950
61,Ford,EcoSport,0,White,49888,3,14950
568,Mercedes-Benz,S-Class,1,Silver,199873,10,10950
520,Peugeot,407,0,Black,176000,11,3250
485,Skoda,Fabia,0,Green,45000,3,11500
344,Volkswagen,Golf,0,Black,45598,1,29995
579,Nissan,Navara,0,Grey,101727,3,28900
91,Ford,Focus,0,White,40413,2,21500
258,Volvo,XC60,1,Grey,3299,0,69950
224,Kia,Sportage,0,Sirius Silver,113000,4,17950
46,Dacia,Sandero,0,Slate Grey,59322,3,8900
393,Toyota,YARIS,0,Night Sky Black,44151,1,15500
437,Skoda,Superb,0,Silver,255993,6,8750
257,Volvo,XC60,1,Grey,48084,1,43999
335,Volkswagen,Golf,0,Reflex Silver,14,-1,30300
392,Toyota,YARIS,1,Grey,22530,1,18499
16,Audi,Q5,1,Grey,31455,1,48950
299,Volkswagen,Polo,0,Black,10501,0,19950
73,Ford,Focus,0,White,10,0,28550
#141,Ford,Puma,1,Grey,$,0,30950
372,Volkswagen,Caddy,0,White,5001,0,14300
195,Kia,Ceed,0,Cassa White,5000,0,24750
536,Renault,Kadjar,0,Cosmos Blue,81233,3,18900
518,Peugeot,308,0,Grey,30000,1,18500
164,Honda,Civic,1,Rallye Red,8320,2,22950
369,Volkswagen,Caddy,0,Beige,9,-1,19200
206,Kia,Sportage,0,Infra Red,5000,0,31950
#191,Jaguar,E-PACE,1,White,$,1,46000
174,Hyundai,i20,0,White,93000,5,10950
382,Toyota,Corolla,0,Avantgarde Bronze,66361,3,17500
263,Volvo,V40,0,Black,114000,5,13500
90,Ford,Focus,0,Grey,22000,2,17500
547,Nissan,Qashqai,0,Silver,270362,9,6950
306,Volkswagen,T-Cross,0,Reflex Silver,13,-1,26800
361,Volkswagen,Amarok,1,Indium Grey Metallic,50000,2,37150
356,Toyota,YARIS,0,Red,53107,4,11950
534,Renault,Kadjar,0,Cosmos Blue,52178,2,21900
379,Volkswagen,Golf,1,Dolphin Grey Metallic,9,-1,35100
517,Peugeot,3008,0,Grey,72248,2,23950
401,Toyota,Auris,0,Denim Blue,50009,3,15600
184,Hyundai,Tucson,0,White,63567,2,25950
535,Renault,Kadjar,0,Flame Red,44544,2,20900
194,Kia,Ceed,0,Platinum Graphite,333,0,26950
484,Skoda,Fabia,0,Grey,41000,2,12500
68,Ford,Fiesta,0,Blue,66303,4,12950
15,Audi,Q3,0,Grey,56326,3,26950
285,Volkswagen,Tiguan Allspace,0,Indium Grey,9,0,43400
304,Volkswagen,T-Cross,0,Reef Blue Metallic,13,-1,31000
397,Toyota,Aqua,1,White,126288,7,6950
414,Toyota,Camry,1,Cobalt Blue,100,0,38100
540,Nissan,Qashqai,0,Black,76591,3,20500
310,Volkswagen,T-Roc,0,Ravenna Blue,11,-1,33100
75,Ford,Focus,0,Orange,6970,1,44500
123,Ford,Kuga,1,Silver,78576,3,27500
586,Mercedes-Benz,C-Class,1,Iridium Silver,35000,1,38950
262,Volvo,V40,0,Blue,124000,7,9750
338,Volkswagen,Golf,0,Atlantic Blue,5000,0,31400
#440,Suzuki,Liana,0,Blue,$,16,1200
104,Ford,Focus,0,Grey,56168,3,16950
603,Mercedes-Benz,E-Class,1,Iridium Silver,13300,1,43950
155,Ford,Transit Tourneo,0,Grey,10,0,46950
292,Volkswagen,Polo,1,Reef Blue Metallic,13,-1,23900
284,Volkswagen,Tiguan Allspace,1,Pyrite Silver,10,0,49300
151,Ford,Tourneo,1,Grey,50899,2,42500
510,SEAT,Ateca,0,Black,147545,3,16950
595,Mercedes-Benz,CLA-Class,0,Red,131467,4,19950
583,Nissan,Qashqai,0,Red,55000,3,18950
433,Skoda,Scala,0,Blue,12000,0,22950
#152,Ford,Transit Connect,0,Blue,$,-1,30500
