,Brands,Models,Transmission,Colour,Mileage,Year,Prices
428,1,31,1,23,22500,0,52950
429,1,31,1,23,9600,1,48950
430,1,31,1,48,17800,1,43950
431,1,31,1,68,11900,1,43950
432,1,31,1,68,11200,1,40950
433,1,31,1,68,30700,1,47950
434,1,31,1,48,22400,1,46950
435,1,31,1,48,13300,1,43950
436,1,31,1,48,39500,2,35950
437,1,31,1,68,83000,3,28950
438,1,31,1,68,82000,4,25950
439,1,31,1,68,137295,4,24950
440,1,35,1,44,62763,3,26950
