,Brands,Models,Transmission,Colour,Mileage,Year,Prices
114,31,184,0,51,113569,5,15950
115,31,184,0,18,108017,5,15950
116,31,184,0,123,159523,5,15500
117,31,184,0,123,147364,5,15000
118,31,184,0,18,119088,6,12995
119,31,184,0,51,14000,0,37945
120,31,184,0,8,13262,0,37945
121,31,184,0,116,12586,0,37945
122,31,184,0,123,14,0,37500
123,31,184,0,123,9981,0,35950
124,31,184,0,51,$,0,34945
125,31,184,0,51,27871,1,32945
126,31,184,1,123,43455,2,31950
127,31,184,0,5,84000,2,26945
128,31,184,1,101,65981,2,36500
129,31,184,0,46,39029,2,31950
130,31,184,0,12,68313,2,31500
131,31,184,0,51,58381,2,31000
132,31,184,0,123,78094,2,29950
133,31,184,0,12,108739,2,29500
134,31,184,0,46,98500,2,29500
135,31,184,0,51,58895,2,28000
136,31,184,0,12,58000,2,28000
137,31,184,0,46,47933,2,28000
138,31,184,0,51,103535,2,27950
139,31,184,0,12,76970,2,27450
140,31,184,0,109,83008,2,27000
141,31,184,1,51,47480,3,28500
142,31,180,0,109,43391,1,23500
143,31,181,0,101,19,0,32500
144,31,181,0,101,15,0,32500
145,31,181,0,12,18,0,31000
146,31,181,0,12,20,0,29945
147,31,181,0,8,100,0,28945
148,31,181,0,96,50,0,28945
149,31,181,0,123,22912,0,28950
150,31,181,0,8,21000,2,22500
151,31,184,0,55,4000,0,43945
152,31,184,1,51,2000,0,39945
153,31,184,0,5,4000,0,38945
154,31,184,0,8,31500,0,42000
155,31,184,0,96,10061,0,40945
156,31,184,1,12,17217,0,39950
157,31,184,0,96,26645,0,37945
158,31,184,0,5,19216,0,37945
159,31,138,1,123,83885,5,12750
160,31,138,0,8,92002,5,12500
161,31,138,0,109,86260,5,12500
162,31,138,0,109,76800,5,11950
163,31,138,0,51,59435,7,10500
164,31,138,0,109,123714,7,9000
165,31,138,0,8,221897,8,8500
166,31,138,0,8,108132,10,6950
167,31,138,0,101,202000,10,4900
168,31,171,1,109,11758,0,39945
169,31,171,0,8,22453,1,35845
170,31,171,0,55,88000,3,26945
171,31,171,0,109,95125,4,23950
172,31,172,1,51,69000,2,34995
173,31,172,1,8,66786,2,34995
174,31,172,0,126,254050,3,28000
175,31,180,0,96,$,0,26945
176,31,180,0,123,15489,0,28500
177,31,180,0,123,28000,0,28000
178,31,180,0,8,15956,0,27500
179,31,180,0,123,17017,0,26500
180,31,180,0,12,$,0,26500
181,31,135,0,12,241719,6,11500
182,31,135,0,18,141272,7,10000
183,31,135,0,18,238176,7,7425
184,31,135,0,101,171640,8,9500
185,31,135,0,109,177350,8,8450
186,31,135,0,101,229496,8,7500
187,31,135,0,8,319929,8,6450
188,31,135,0,51,318968,9,5950
189,31,135,0,8,342947,9,5450
190,31,136,0,8,167179,7,11495
191,31,138,1,12,14,0,24000
192,31,138,0,123,20,0,21500
193,31,138,0,105,$,0,20945
194,31,138,0,104,30,0,18945
195,31,138,0,105,20,0,18945
196,31,138,0,104,5000,0,19945
197,31,138,0,101,$,0,17945
198,31,138,0,80,22531,2,16445
199,31,138,0,101,44768,2,15945
200,31,138,0,123,24476,2,15450
201,31,138,1,8,67591,3,17350
202,31,138,0,51,70000,3,14500
203,31,138,0,8,78965,3,13000
204,31,138,0,8,31000,4,13000
205,31,135,0,51,65819,3,18750
206,31,135,0,12,140449,3,18500
207,31,135,0,123,132569,3,18500
208,31,135,0,51,126652,3,17450
209,31,135,1,109,205186,3,15950
210,31,135,0,51,121999,4,19995
